expiry,instrument_key,trading_symbol,strike,option_type,lot_size,tick_size,underlying_key,weekly
2026-08-11,NSE_FO|41074|11-08-2026,NIFTY 25850 PE 11 AUG 26,25850.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41075|11-08-2026,NIFTY 25900 CE 11 AUG 26,25900.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41076|11-08-2026,NIFTY 25900 PE 11 AUG 26,25900.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41077|11-08-2026,NIFTY 25950 CE 11 AUG 26,25950.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41078|11-08-2026,NIFTY 25950 PE 11 AUG 26,25950.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41079|11-08-2026,NIFTY 26000 CE 11 AUG 26,26000.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41080|11-08-2026,NIFTY 26000 PE 11 AUG 26,26000.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41081|11-08-2026,NIFTY 26050 CE 11 AUG 26,26050.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41082|11-08-2026,NIFTY 26050 PE 11 AUG 26,26050.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41083|11-08-2026,NIFTY 26100 CE 11 AUG 26,26100.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41092|11-08-2026,NIFTY 26100 PE 11 AUG 26,26100.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41093|11-08-2026,NIFTY 26150 CE 11 AUG 26,26150.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41094|11-08-2026,NIFTY 26150 PE 11 AUG 26,26150.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41095|11-08-2026,NIFTY 26200 CE 11 AUG 26,26200.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41096|11-08-2026,NIFTY 26200 PE 11 AUG 26,26200.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41097|11-08-2026,NIFTY 26250 CE 11 AUG 26,26250.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41098|11-08-2026,NIFTY 26250 PE 11 AUG 26,26250.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41099|11-08-2026,NIFTY 26300 CE 11 AUG 26,26300.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41100|11-08-2026,NIFTY 26300 PE 11 AUG 26,26300.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41101|11-08-2026,NIFTY 26350 CE 11 AUG 26,26350.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41106|11-08-2026,NIFTY 26350 PE 11 AUG 26,26350.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41107|11-08-2026,NIFTY 26400 CE 11 AUG 26,26400.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41108|11-08-2026,NIFTY 26400 PE 11 AUG 26,26400.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41109|11-08-2026,NIFTY 26450 CE 11 AUG 26,26450.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41110|11-08-2026,NIFTY 26450 PE 11 AUG 26,26450.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41111|11-08-2026,NIFTY 26500 CE 11 AUG 26,26500.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41112|11-08-2026,NIFTY 26500 PE 11 AUG 26,26500.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41113|11-08-2026,NIFTY 26550 CE 11 AUG 26,26550.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41114|11-08-2026,NIFTY 26550 PE 11 AUG 26,26550.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41115|11-08-2026,NIFTY 26600 CE 11 AUG 26,26600.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41116|11-08-2026,NIFTY 26600 PE 11 AUG 26,26600.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41117|11-08-2026,NIFTY 26650 CE 11 AUG 26,26650.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41118|11-08-2026,NIFTY 26650 PE 11 AUG 26,26650.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41119|11-08-2026,NIFTY 26700 CE 11 AUG 26,26700.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41120|11-08-2026,NIFTY 26700 PE 11 AUG 26,26700.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41121|11-08-2026,NIFTY 26750 CE 11 AUG 26,26750.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41122|11-08-2026,NIFTY 26750 PE 11 AUG 26,26750.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41123|11-08-2026,NIFTY 26800 CE 11 AUG 26,26800.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41124|11-08-2026,NIFTY 26800 PE 11 AUG 26,26800.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41125|11-08-2026,NIFTY 26850 CE 11 AUG 26,26850.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41126|11-08-2026,NIFTY 26850 PE 11 AUG 26,26850.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41127|11-08-2026,NIFTY 26900 CE 11 AUG 26,26900.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41128|11-08-2026,NIFTY 26900 PE 11 AUG 26,26900.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41129|11-08-2026,NIFTY 26950 CE 11 AUG 26,26950.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41130|11-08-2026,NIFTY 26950 PE 11 AUG 26,26950.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41131|11-08-2026,NIFTY 27000 CE 11 AUG 26,27000.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41132|11-08-2026,NIFTY 27000 PE 11 AUG 26,27000.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41133|11-08-2026,NIFTY 27050 CE 11 AUG 26,27050.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41138|11-08-2026,NIFTY 27050 PE 11 AUG 26,27050.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41139|11-08-2026,NIFTY 27100 CE 11 AUG 26,27100.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41140|11-08-2026,NIFTY 27100 PE 11 AUG 26,27100.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41141|11-08-2026,NIFTY 27150 CE 11 AUG 26,27150.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41142|11-08-2026,NIFTY 27150 PE 11 AUG 26,27150.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41143|11-08-2026,NIFTY 27200 CE 11 AUG 26,27200.0,CE,65,5.0,NSE_INDEX|Nifty 50,True
2026-08-11,NSE_FO|41144|11-08-2026,NIFTY 27200 PE 11 AUG 26,27200.0,PE,65,5.0,NSE_INDEX|Nifty 50,True
