timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size
2026-08-04 10:40:00+05:30,1.4,1.4,1.3,1.35,42250,2311920,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 10:45:00+05:30,1.35,1.35,1.3,1.35,7735,2311920,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 10:50:00+05:30,1.35,1.35,1.3,1.35,8450,2315365,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 10:55:00+05:30,1.3,1.35,1.25,1.3,536250,2814370,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 11:00:00+05:30,1.3,1.4,1.3,1.3,22880,2818010,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 11:05:00+05:30,1.35,1.35,1.3,1.35,48295,2826070,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 11:10:00+05:30,1.35,1.35,1.35,1.35,2600,2822300,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 11:15:00+05:30,1.3,1.35,1.3,1.35,1885,2824900,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 11:20:00+05:30,1.35,1.35,1.3,1.3,28990,2826265,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 11:25:00+05:30,1.3,1.35,1.25,1.25,38155,2846480,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
