timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 15:05:00+05:30,21600.0,,,,0.05,65.0,1427530.0,2026-08-11
2026-08-11 15:05:00+05:30,24400.0,79.15,9741420.0,8976240.0,,,,2026-08-11
