timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 11:35:00+05:30,0.05,0.05,0.05,0.05,7085,2201030.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 11:35:00+05:30,81.85,85.0,79.4,84.25,3857685,,,24400.0,CE,,,,13494585.0
