timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 09:15:00+05:30,21600.0,,,,0.15,448110.0,2311985.0,2026-08-11
2026-08-11 09:15:00+05:30,24400.0,138.35,2794415.0,1869595.0,,,,2026-08-11
