timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 10:50:00+05:30,21600.0,,,,0.05,4550.0,2219620.0,2026-08-11
2026-08-11 10:50:00+05:30,24400.0,107.3,2845635.0,9414405.0,,,,2026-08-11
