timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 12:55:00+05:30,21600.0,,,,0.05,75205.0,1459445.0,2026-08-11
2026-08-11 12:55:00+05:30,24400.0,76.6,4673240.0,14441895.0,,,,2026-08-11
