timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 14:15:00+05:30,0.05,0.05,0.05,0.05,650,1431040.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 14:15:00+05:30,81.55,87.5,76.4,76.8,6744205,,,24400.0,CE,,,,12542660.0
