timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 11:20:00+05:30,0.05,0.05,0.05,0.05,12740,2204085.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 11:20:00+05:30,89.05,89.6,84.8,86.25,2866695,,,24400.0,CE,,,,12232545.0
