timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 09:50:00+05:30,21600.0,,,,0.1,5135.0,2382445.0,2026-08-11
2026-08-11 09:50:00+05:30,24400.0,108.5,2462200.0,6693700.0,,,,2026-08-11
