timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 12:50:00+05:30,0.05,0.05,0.05,0.05,1820,1461200.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 12:50:00+05:30,87.4,88.7,76.75,77.5,5896215,,,24400.0,CE,,,,14049490.0
