timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 09:45:00+05:30,21600.0,,,,0.15,37765.0,2385175.0,2026-08-11
2026-08-11 09:45:00+05:30,24400.0,113.0,3878095.0,6166680.0,,,,2026-08-11
