timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 09:15:00+05:30,0.2,0.2,0.15,0.15,448110,2311985.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 09:15:00+05:30,188.05,188.3,136.85,138.35,2794415,,,24400.0,CE,,,,1869595.0
