timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 13:35:00+05:30,0.05,0.05,0.05,0.05,10855,1448070.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 13:35:00+05:30,89.35,90.9,80.55,82.1,5147220,,,24400.0,CE,,,,12505870.0
