timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 13:15:00+05:30,21600.0,,,,0.05,260.0,1453335.0,2026-08-11
2026-08-11 13:15:00+05:30,24400.0,81.15,5669170.0,13839345.0,,,,2026-08-11
