timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 13:20:00+05:30,21600.0,,,,0.05,0.0,1453335.0,2026-08-11
2026-08-11 13:20:00+05:30,24400.0,84.25,3500120.0,13866515.0,,,,2026-08-11
