timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 10:35:00+05:30,21600.0,,,,0.05,313950.0,2277600.0,2026-08-11
2026-08-11 10:35:00+05:30,24400.0,112.6,2231450.0,8840585.0,,,,2026-08-11
