timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 11:00:00+05:30,21600.0,,,,0.05,6305.0,2219165.0,2026-08-11
2026-08-11 11:00:00+05:30,24400.0,91.3,6577025.0,9760075.0,,,,2026-08-11
