timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 11:00:00+05:30,0.05,0.1,0.05,0.05,6305,2219165.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 11:00:00+05:30,103.05,103.55,89.0,91.3,6577025,,,24400.0,CE,,,,9760075.0
