timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 10:20:00+05:30,0.15,0.15,0.05,0.05,379860,2287545.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 10:20:00+05:30,106.95,111.45,103.35,108.6,3174665,,,24400.0,CE,,,,8614125.0
