timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 12:45:00+05:30,0.05,0.05,0.05,0.05,36010,1461720.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 12:45:00+05:30,81.15,89.0,79.45,87.4,8342815,,,24400.0,CE,,,,14509040.0
