timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 13:45:00+05:30,21600.0,,,,0.05,8775.0,1444560.0,2026-08-11
2026-08-11 13:45:00+05:30,24400.0,82.1,3378765.0,12756315.0,,,,2026-08-11
