timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 12:25:00+05:30,21600.0,,,,0.05,0.0,2197910.0,2026-08-11
2026-08-11 12:25:00+05:30,24400.0,75.0,2994615.0,15066610.0,,,,2026-08-11
