timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 10:55:00+05:30,0.05,0.1,0.05,0.05,13065,2219230.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 10:55:00+05:30,107.5,109.5,102.6,103.05,1523210,,,24400.0,CE,,,,9515350.0
