timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 12:40:00+05:30,0.05,0.05,0.05,0.05,130,1497210.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 12:40:00+05:30,74.85,82.2,74.05,80.9,5634850,,,24400.0,CE,,,,15223845.0
