timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 12:50:00+05:30,21600.0,,,,0.05,1820.0,1461200.0,2026-08-11
2026-08-11 12:50:00+05:30,24400.0,77.5,5896215.0,14049490.0,,,,2026-08-11
