timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 15:25:00+05:30,0.05,0.05,0.05,0.05,7540,1424085.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 15:25:00+05:30,69.85,72.7,58.7,71.65,7701200,,,24400.0,CE,,,,7110025.0
