timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 09:50:00+05:30,0.15,0.15,0.1,0.1,5135,2382445.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 09:50:00+05:30,112.75,115.6,106.0,108.5,2462200,,,24400.0,CE,,,,6693700.0
