timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size,oi
2026-08-11 13:10:00+05:30,0.05,0.05,0.05,0.05,2015,1453335.0,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65.0,
2026-08-11 13:10:00+05:30,88.6,90.6,79.55,82.35,5567770,,,24400.0,CE,,,,13376545.0
