timestamp,strike,ce_ltp,ce_volume,ce_oi,pe_ltp,pe_volume,pe_oi,expiry
2026-08-11 11:55:00+05:30,21600.0,,,,0.05,7670.0,2201030.0,2026-08-11
2026-08-11 11:55:00+05:30,24400.0,80.55,5422560.0,13613600.0,,,,2026-08-11
