fetch_time,expiry,strike,spot_price,pcr,ce_instrument_key,ce_ltp,ce_volume,ce_oi,ce_prev_oi,ce_oi_change,ce_close,ce_bid,ce_bid_qty,ce_ask,ce_ask_qty,ce_iv,ce_delta,ce_gamma,ce_theta,ce_vega,ce_pop,pe_instrument_key,pe_ltp,pe_volume,pe_oi,pe_prev_oi,pe_oi_change,pe_close,pe_bid,pe_bid_qty,pe_ask,pe_ask_qty,pe_iv,pe_delta,pe_gamma,pe_theta,pe_vega,pe_pop
2026-08-23 21:57:18,2026-09-01,24500.0,24252.0,0.3951,NSE_FO|47005,71.1,4750265,2075320.0,1436825.0,638495.0,75.75,71.1,130,71.5,1040,9.03,0.2971,0.0009,-5.9958,14.5933,23.17,NSE_FO|47006,262.05,1232270,819910.0,605085.0,214825.0,263.25,258.5,130,262.75,195,7.93,-0.7286,0.001,-5.0435,13.9753,43.7
2026-08-23 21:57:18,2026-09-01,24550.0,24252.0,0.0964,NSE_FO|47007,56.5,814255,254930.0,200070.0,54860.0,61.3,56.2,325,56.95,65,8.96,0.252,0.0008,-5.4861,13.455,20.29,NSE_FO|47008,295.8,45435,24570.0,13520.0,11050.0,298.95,292.15,65,296.9,130,7.61,-0.7852,0.0009,-4.2593,12.3114,45.42
2026-08-23 21:57:18,2026-09-01,24600.0,24252.0,0.117,NSE_FO|47009,44.5,3264755,1797380.0,1242150.0,555230.0,48.65,44.5,650,45.1,65,8.91,0.2108,0.0008,-4.9353,12.1766,17.46,NSE_FO|47010,334.15,185705,210275.0,177710.0,32565.0,335.65,331.2,130,335.0,130,7.4,-0.8342,0.0008,-3.5343,10.5001,46.76
2026-08-23 21:57:18,2026-09-01,24650.0,24252.0,0.1203,NSE_FO|47011,34.5,1090830,411255.0,235495.0,175760.0,38.15,34.3,650,35.15,65,8.85,0.1732,0.0007,-4.3459,10.7964,14.73,NSE_FO|47012,371.5,65130,49465.0,5200.0,44265.0,374.55,369.55,65,402.15,130,6.52,-0.9017,0.0006,-2.1659,7.3089,48.38
2026-08-23 21:57:18,2026-09-01,24700.0,24252.0,0.0791,NSE_FO|47013,27.6,3740555,1875445.0,1266785.0,608660.0,29.75,26.85,715,27.7,650,8.87,0.1419,0.0006,-3.8192,9.4716,12.35,NSE_FO|47014,412.85,232830,148395.0,73515.0,74880.0,417.2,412.75,195,420.6,130,6.01,-0.9437,0.0004,-1.3067,4.7787,49.25
2026-08-23 21:57:18,2026-09-01,24750.0,24252.0,0.0073,NSE_FO|47015,21.5,1223950,408330.0,256230.0,152100.0,22.55,19.3,65,21.25,195,8.9,0.1143,0.0005,-3.2954,8.1447,10.14,NSE_FO|47016,455.0,3315,2990.0,1885.0,1105.0,452.55,441.3,65,536.45,130,0.0,-1.0,0.0,0.0,0.0,99.0
2026-08-23 21:57:18,2026-09-01,24800.0,24252.0,0.0172,NSE_FO|47017,15.4,3994185,2535910.0,1398345.0,1137565.0,17.3,15.4,325,15.85,3835,8.83,0.0901,0.0004,-2.7511,6.8523,8.13,NSE_FO|47018,499.6,31915,43550.0,38090.0,5460.0,503.05,501.45,130,506.0,195,0.0,-1.0,0.0,0.0,0.0,99.0
2026-08-23 21:57:18,2026-09-01,24850.0,24252.0,0.0002,NSE_FO|47019,12.7,973765,372775.0,208130.0,164645.0,13.45,11.5,1300,12.65,130,8.85,0.0711,0.0004,-2.3058,5.7282,6.5,NSE_FO|47020,418.0,0,65.0,65.0,0.0,418.0,415.15,65,674.65,65,0.0,-1.0,0.0,0.0,0.0,99.0
2026-08-23 21:57:18,2026-09-01,24900.0,24252.0,0.0055,NSE_FO|47021,8.9,3204435,1611285.0,867490.0,743795.0,10.35,8.8,130,9.25,1365,8.91,0.0562,0.0003,-1.9333,4.7701,5.19,NSE_FO|47022,591.4,10140,8840.0,6565.0,2275.0,595.95,592.5,65,601.9,65,0.0,-1.0,0.0,0.0,0.0,99.0
2026-08-23 21:57:18,2026-09-01,24950.0,24252.0,0.0015,NSE_FO|47023,7.95,1330420,266045.0,484770.0,-218725.0,8.15,6.85,260,8.3,1300,9.25,0.049,0.0003,-1.8003,4.2805,4.55,NSE_FO|47024,791.4,0,390.0,975.0,-585.0,791.4,504.75,65,691.8,65,22.0,-0.7516,0.0003,-13.3622,13.3518,44.97
2026-08-23 21:57:18,2026-09-01,25000.0,24252.0,0.0452,NSE_FO|47025,6.4,3767075,2227225.0,1844830.0,382395.0,7.0,6.45,195,6.75,780,9.43,0.0406,0.0002,-1.5759,3.6742,3.78,NSE_FO|47026,696.6,68510,100685.0,59475.0,41210.0,685.9,692.1,65,698.8,195,0.0,-1.0,0.0,0.0,0.0,99.0
2026-08-23 21:57:18,2026-09-01,25050.0,24252.0,0.0048,NSE_FO|47027,5.35,589615,148720.0,132925.0,15795.0,5.85,5.0,130845,5.85,195,9.61,0.0336,0.0002,-1.377,3.1494,3.14,NSE_FO|47028,746.25,195,715.0,715.0,0.0,716.0,734.7,130,751.6,520,0.0,-1.0,0.0,0.0,0.0,99.0
2026-08-23 21:57:18,2026-09-01,25100.0,24252.0,0.014,NSE_FO|47029,4.85,1577030,680680.0,477425.0,203255.0,4.9,4.25,650,4.9,2210,9.95,0.0298,0.0002,-1.2911,2.8534,2.79,NSE_FO|47030,788.0,4290,9555.0,6045.0,3510.0,780.85,786.6,65,796.7,325,0.0,-1.0,0.0,0.0,0.0,99.0
2026-08-23 21:57:18,2026-09-01,25150.0,24252.0,0.014,NSE_FO|47031,3.1,185315,60320.0,46605.0,13715.0,4.25,3.1,650,4.6,65,9.77,0.0208,0.0001,-0.9389,2.1138,1.97,NSE_FO|47032,813.0,0,845.0,780.0,65.0,813.0,684.05,65,959.05,65,0.0,-1.0,0.0,0.0,0.0,99.0
